created_at,text
2021-10-01 0:18:22,"Indonesia terima kunjungan mendadak Australia, bahas penguatan ekonomi pasca-pandemi covid-19 

#PPKMSolusiPalingTepat https://t.co/zhvDzaOoYZ"
2021-10-01 0:19:50,APBD Perubahan 2021 Bartim Fokus Penanganan Covid-19 dan Pemulihan Ekonomi https://t.co/eRkuBnzr80 #berita #metro #beritakalimantan #beritaterkini https://t.co/DaTY12h4jx
2021-10-01 0:30:00,"Top News Koran Rakyat Merdeka

87,5 Persen Usaha Terpuruk Akibat Covid
Digitalisasi Kunci UMKM Bertahan Dari Pandemi

#ErickThohir #BUMN #UMKM #Digitalisasi #Corona #coronavirus #COVID19 #COVID<U+30FC>19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid

https://t.co/SnQvAuyqBJ"
2021-10-01 0:40:58,"Indonesia terima kunjungan mendag Australia, bahas penguatan ekonomi pasca-Pandemi covid-19 #PPKMSolusiPalingTepat https://t.co/Lq8lw7gXew"
2021-10-01 0:42:07,"POLRI PEDULI, POLRES PASER TERUS SALURKAN BANTUAN SOSIAL KEPADA MASYARAKAT KABUPATEN PASER YANG TERDAMPAK COVID-19 GUNA PEMULIHAN EKONOMI NASIONAL MENUJU INDONESIA MAJU
.
.
@DivHumas_Polri
@Poldakaltim
@hms_poldakaltim https://t.co/kRVSYjWH1F"
2021-10-01 1:15:00,"Top News Koran Rakyat Merdeka

Roadshow Terapkan PeduliLindungi
Lutfi Mainkan Jurus Pertumbuhan Ekonomi

#Kemedag #PeduliLindungi #pasar #COVID19 #COVID<U+30FC>19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid

https://t.co/hBedojyN1d"
2021-10-01 1:27:53,"@Winar_win Itukan program internal partai mbak, krn kader mereka banyak yg susah ekonomi, suami meninggal karna covid, anak banyak, dan ada program himbauan untuk saling bantu, dan saya yakin dak semua sanggup .. Positif saja"
2021-10-01 1:33:51,Perekonomian Singapura di pastikan mengalami kontraksi yang cukup dalam.koran strait times mengabarkan bahwa saat ini ekonomi nasional Singapura tengah mengalami penurunan sebesar 80% karena adanya lonjakan kasus baru Covid-19 yang cukup tinggi dalam waktu satu bulan terakhir ini
2021-10-01 1:48:18,"Program vaksinasi menjadi salah satu game changer yang paling penting untuk pemulihan ekonomi. Fokus saat ini adalah pengamanan pasokan dan peningkatan target vaksinasi.
https://t.co/qp8n0dFQQJ
#VaksinasiPerketatProkes #VaksinasiNasional #DukungVaksinasi #MenujuKekebalanKomunal https://t.co/qTWxcA1nRS"
2021-10-01 1:49:04,"Semuanya harus mau melakukan vaksinasi Covid-19. Vaksinasi perlu dilakukan secara masif oleh pemda karena hal ini akan berkaitan erat dengan pemulihan ekonomi daerah.
https://t.co/SFQyvlWjgm
#VaksinasiPerketatProkes #VaksinasiNasional #DukungVaksinasi #MenujuKekebalanKomunal https://t.co/ZxY68zNVif"
2021-10-01 1:49:28,Wall Street Turun Tajam Selama Pandemi Covid-19  https://t.co/DegRNw5Qde
2021-10-01 1:52:03,"Dukungan dan partisipasi publik dalam mempercepat program vaksinasi COVID-19 diperlukan demi memperkuat perlindungan kesehatan dan aktivitas ekonomi dapat kembali bergulir
https://t.co/cX2J1F4SvF
#VaksinasiPerketatProkes #VaksinasiNasional #DukungVaksinasi #MenujuKekebalanKomunal https://t.co/UlihHIPAn4"
2021-10-01 1:58:02,"Indonesia terima kunjungan mendag Australia, Bahas penguatan ekonomi pasca pandemi covid 19 
.
.
#PPKMSolusiPalingTepat https://t.co/EQzHEwFhS7"
2021-10-01 1:58:12,"Indonesia terima kunjungan mendag Australia, Bahas penguatan ekonomi pasca pandemi covid 19 
.
.
#PPKMSolusiPalingTepat https://t.co/meolgZNLdf"
2021-10-01 2:05:47,"PPKM Solusi Tepat Tekan Laju Covid-19.
Mari saling berbagi kepada mereka yang terdampak secara ekonomi akibat pandemi 
#DiRumahAja
#PPKMDaruratSolusiBaik
#IndonesiaSehatIndonesiaHebat
#BersatuLawanCovid19
#NegeriPulihDenganVaksin https://t.co/T9JSELMAul"
2021-10-01 2:12:28,"1. Tahun 2020 Covid tiba2 datang, merengut banyak korban jiwa, ekonomi hancur, puluhan ribu orang menjadi janda, ratusan ribu menjadi yatim. PKS keluarkan Program bantu muliakan Janda dan yatim. #BantuKorbanCovid"
2021-10-01 2:12:29,"3. Program ini membantu internal juga membantu pemerintah dlm mengentaskan kemiskinan akibat covid. Krn banyak sekali setelah di tinggal wafat suami, para istri tdk ada penghasilan, ekonomi keluarga terancam. Dibuat program taawun. #BantuKorbanCovid"
2021-10-01 2:24:32,"Jum'at 1 Oktober 2021 Gusdurian Peduli kembali membuka penggalangan donasi untuk membantu memulihkan perekonomian warga yang terdampak akibat Covid-19. Penggalangan donasi ini dilakukan melalui platform Kitabisadotcom.  
@abdulghofurr @EPras92_ @chold_en https://t.co/4ytAyKR98q"
2021-10-01 2:25:56,"Polsek Kuripan -  Mengajak  warga tetap patuh menggunakan masker  dalam rangka Penegakan Prokes Pencegahan Virus Covid-19

""MARI KITA BERSATU PADU MELAWAN VIRUS COVID-19 DENGAN MEMATUHI PROTOKOL KESEHATAN, INDONESIA BANGKIT, EKONOMI PULIH""

#KemenPANRB #PelayananPublik #KIPP2021 https://t.co/Z77aXHVuDy"
2021-10-01 2:27:15,"@BinarisSitumor2 industri nasional masih terkendala covid-19
meskipun pertumbuhan ekonomi berhasil meroket pada kuartal II-2021, belum berarti Indonesia sudah kembali ke level pra pandemi Covid-19."
2021-10-01 2:41:47,"Ditanya kawan jurnalis tentang penghargaan Priyadarshni Academy Global Award yang diterima @airlangga_hrt dari India. Menurut saya, penghargaan itu layak diberikan. Ekonomi yang tumbuh dan pemulihan kesehatan publik adalah alasannya.

https://t.co/J3BylOxDF5 #59TahunAirlangga"
2021-10-01 2:49:09,“Meningkatkan Peran Ekonomi Digital dalam Pemulihan Ekonomi Indonesia pada Masa Transisi Pandemi Covid-19”
2021-10-01 2:49:44,"Webinar ini mengajak kita untuk menambah wawasan dan pemahaman mengenai pemulihan ekonomi Indonesia dengan meningkatkan peran ekonomi digital di masa transisi Pandemi Covid-19 dengan pendekatan sektor ABGC (Akademik,Business,Government,and Community) yang akan dilaksanakan pada:"
2021-10-01 3:00:00,"COVID-19 Terkendali, Modal Kuat Ekonomi Indonesia Tumbuh di Atas 5 Persen

#inilahcom #inilahdotcom
https://t.co/O4JPBGbWR9"
2021-10-01 3:04:54,"Untuk informasi terkait COVID-19 kunjungi situs resmi Penanganan COVID-19 dan Pemulihan Ekonomi Nasional https://t.co/UXVbl6lE0g dan https://t.co/ULMIbYe4gD 

#IndonesiaBangkit #SEMUAWAJIBPAKAIMASKER
#dinkesrembang
#promkesdinkesrembang https://t.co/ahzrDFLMJn"
2021-10-01 3:15:00,"Kegiatan ekspor produk unggulan Bali tetap diupayakan berjalan meskipun terkendala keterbatasan akibat dampak pandemi Covid-19. Balai Karantina Pertanian Denpasar, Bali, mendampingi petani meningkatkan kualitas produk. #Nusantara #AdadiKompas 

https://t.co/yK6oUVbVSE"
2021-10-01 3:40:37,"Perubahan APBD Barito Timur 2021 Fokus Penanganan Covid-19 dan Pemulihan Ekonomi

https://t.co/wQPUM9jfTk"
2021-10-01 3:45:00,"Ini adalah salah satu upaya pengembangan ekonomi agar tidak semakin memperlebar kesenjangan sosial  melalui pemberian modal usaha
https://t.co/7ymOZyPliv https://t.co/dBR8fSCdPW"
2021-10-01 3:57:33,"Uang Elektronik Bantu UMKM Selama Pandemi Covid-19
https://t.co/L9R1uBk6VY"
2021-10-01 4:03:03,"<U+0001F4E3> Webinar<U+203C><U+FE0F>
“Meningkatkan Peran Ekonomi Digital dalam Pemulihan Ekonomi Indonesia pada Masa Transisi Pandemi Covid-19”

<U+0001F5D3> Minggu, 3 Oktober 2021
<U+23F0> 08.45 WIB via zoom
<U+0001F4DC> e-certificate
<U+0001F4B0> FREE
<U+0001F517> https://t.co/IkMCCCYJ31

#webinar #seminaronline #webinargratis #webinarnasional https://t.co/O8kMeuot3I"
2021-10-01 4:21:40,Survei: Uang Elektronik Bantu UMKM selama Pandemi Covid-19 https://t.co/VDV6JczcQS via @medcom_id #CekDuluMedcom #CaraBaruMenikmatiMedcom
2021-10-01 4:26:08,"Pandemi Covid-19 Berlanjut, Bank Sentral Jepang Pertahankan Kebijakan Stimulus Besar https://t.co/wRZV2bjd49 via @medcom_id #CekDuluMedcom #CaraBaruMenikmatiMedcom"
